عدد قراء حفص الكاملين: 96
سيتم إنشاء الملفات داخل: timings_hafs_114

📖 تحميل توقيتات السورة 001 ...
  ✅ read=1 | إبراهيم الأخضر | ayat=7
  ✅ read=53 | عبدالباسط عبدالصمد | ayat=76
  ✅ read=54 | عبدالرحمن السديس | ayat=75
  ✅ read=55 | عبدالعزيز الأحمد | ayat=75
  ✅ read=56 | عبدالعزيز الزهراني | ayat=75
  ✅ read=58 | عبدالله البعيجان | ayat=75
  ✅ read=59 | عبدالله المطرود | ayat=75
  ✅ read=60 | عبدالله بصفر | ayat=76
  ✅ read=61 | عبدالله خياط | ayat=75
  ✅ read=62 | عبدالله عواد الجهني | ayat=76
  ✅ read=66 | عبدالمحسن الحارثي | ayat=75
  ✅ read=67 | عبدالمحسن القاسم | ayat=76
  ✅ read=69 | عبدالمحسن العبيكان | ayat=75
  ✅ read=70 | عبدالهادي أحمد كناكري | ayat=75
  ✅ read=71 | عبدالودود حنيف | ayat=75
  ✅ read=72 | عبدالولي الأركاني | ayat=75
  ✅ read=74 | علي بن عبدالرحمن الحذيفي | ayat=75
  ✅ read=76 | علي جابر | ayat=75
  ✅ read=77 | علي حجاج السويسي | ayat=76
  ✅ read=78 | عماد زهير حافظ | ayat=76
  ✅ read=81 | فارس عباد | ayat=75
  ✅ read=86 | ناصر القطامي | ayat=75
  ✅ read=87 | نبيل الرفاعي | ayat=75
  ✅ read=88 | نعمة الحسان | ayat=75
  ✅ read=89 | هاني الرفاعي | ayat=75
  ✅ read=92 | ياسر الدوسري | ayat=75
  ✅ read=106 | محمد الطبلاوي | ayat=76
  ✅ read=109 | محمد أيوب | ayat=75
  ✅ read=110 | محمد صالح عالم شاه | ayat=75
  ✅ read=112 | محمد صديق المنشاوي | ayat=76
  ✅ read=115 | محمد عبدالكريم | ayat=75
  ✅ read=118 | محمود خليل الحصري | ayat=76
  ✅ read=123 | مشاري العفاسي | ayat=75
  ✅ read=139 | ماجد الزامل | ayat=75
  ✅ read=159 | خالد المهنا | ayat=76
  ✅ read=181 | جمعان العصيمي | ayat=75
  ✅ read=193 | يوسف بن نوح أحمد | ayat=75
  ✅ read=198 | محمد رشاد الشريف | ayat=75
  ✅ read=201 | أحمد الطرابلسي | ayat=75
  ✅ read=203 | أحمد عامر | ayat=75
  ✅ read=217 | بندر بليله | ayat=75
  ✅ read=219 | وديع اليمني | ayat=75
  ✅ read=221 | رعد محمد الكردي | ayat=75
  ✅ read=225 | عبدالرحمن العوسي | ayat=75
  ✅ read=229 | محمد خليل القارئ | ayat=75
  ✅ read=232 | إبراهيم الدوسري | ayat=75
  ✅ read=236 | عبدالرحمن الماجد | ayat=75
  ✅ read=243 | عبدالله الموسى | ayat=75
  ✅ read=244 | عبدالله الخلف | ayat=75
  ✅ read=245 | منصور السالمي | ayat=75
  ✅ read=250 | محمد البخيت | ayat=75
  ✅ read=256 | أحمد خليل شاهين | ayat=75
  ✅ read=258 | عبدالرشيد صوفي | ayat=75
  ✅ read=259 | أحمد النفيس | ayat=75
  ✅ read=265 | أحمد ديبان | ayat=75
  ✅ read=268 | بيشه وا قادر الكردي | ayat=75
  ✅ read=273 | هيثم الدخين | ayat=75
  ✅ read=282 | عبدالعزيز التركي | ayat=75
  ✅ read=289 | أحمد عيسى المعصراوي | ayat=75
  ✅ read=294 | سيد أحمد هاشمي | ayat=75
  ✅ read=295 | خالد كريم محمدي | ayat=75
  ✅ read=299 | حسن صالح | ayat=75
  ✅ read=300 | صالح الشمراني | ayat=75
  ✅ read=303 | عيسى عمر سناكو | ayat=75
  ✅ read=314 | أنس العمادي | ayat=75
  ✅ read=340 | محمد برهجي | ayat=75
  ✅ read=10905 | حسن الدغريري | ayat=75
✅ تم إنشاء: timings_hafs_114/timing_039.json

📖 تحميل توقيتات السورة 040 ...
  ✅ read=1 | إبراهيم الأخضر | ayat=86
  ✅ read=3 | إبراهيم العسيري | ayat=85
  ✅ read=4 | شيخ أبو بكر الشاطري | ayat=85
  ✅ read=5 | أحمد بن علي العجمي | ayat=86
  ✅ read=6 | أحمد الحواشي | ayat=85
  ✅ read=8 | أحمد صابر | ayat=85
  ✅ read=9 | أحمد نعينع | ayat=86
  ✅ read=10 | أكرم العلاقمي | ayat=86
  ✅ read=12 | إدريس أبكر | ayat=85
  ✅ read=13 | الزين محمد أحمد | ayat=85
  ✅ read=17 | توفيق الصايغ | ayat=85
  ✅ read=20 | خالد الجليل | ayat=85
  ✅ read=21 | خالد القحطاني | ayat=85
  ✅ read=22 | خالد عبدالكافي | ayat=85
  ✅ read=24 | خليفة الطنيجي | ayat=85
  ✅ read=25 | داود حمزة | ayat=85
  ✅ read=30 | سعد الغامدي | ayat=85
  ✅ read=31 | سعود الشريم | ayat=86
  ✅ read=32 | سهل ياسين | ayat=86
  ✅ read=33 | زكي داغستاني | ayat=85
  ✅ read=38 | شيرزاد عبدالرحمن طاهر | ayat=85
  ✅ read=39 | صابر عبدالحكم | ayat=85
  ✅ read=40 | صالح الصاهود | ayat=85
  ✅ read=42 | صالح الهبدان | ayat=85
  ✅ read=43 | صلاح البدير | ayat=85
  ✅ read=44 | صلاح الهاشم | ayat=85
  ✅ read=46 | صلاح بو خاطر | ayat=85
  ✅ read=48 | عادل ريان | ayat=85
  ✅ read=49 | عبدالبارئ الثبيتي | ayat=85
  ✅ read=50 | عبدالبارئ محمد | ayat=85
  ✅ read=53 | عبدالباسط عبدالصمد | ayat=86
  ✅ read=54 | عبدالرحمن السديس | ayat=85
  ✅ read=55 | عبدالعزيز الأحمد | ayat=85
  ✅ read=56 | عبدالعزيز الزهراني | ayat=85
  ✅ read=58 | عبدالله البعيجان | ayat=85
  ✅ read=59 | عبدالله المطرود | ayat=85
  ✅ read=60 | عبدالله بصفر | ayat=86
  ✅ read=61 | عبدالله خياط | ayat=85
  ✅ read=62 | عبدالله عواد الجهني | ayat=86
  ✅ read=66 | عبدالمحسن الحارثي | ayat=85
  ✅ read=67 | عبدالمحسن القاسم | ayat=86
  ✅ read=69 | عبدالمحسن العبيكان | ayat=85
  ✅ read=70 | عبدالهادي أحمد كناكري | ayat=85
  ✅ read=71 | عبدالودود حنيف | ayat=85
  ✅ read=72 | عبدالولي الأركاني | ayat=85
  ✅ read=74 | علي بن عبدالرحمن الحذيفي | ayat=85
  ✅ read=76 | علي جابر | ayat=85
  ✅ read=77 | علي حجاج السويسي | ayat=86
  ✅ read=78 | عماد زهير حافظ | ayat=86
  ✅ read=81 | فارس عباد | ayat=85
  ✅ read=86 | ناصر القطامي | ayat=85
  ✅ read=87 | نبيل الرفاعي | ayat=85
  ✅ read=88 | نعمة الحسان | ayat=85
  ✅ read=89 | هاني الرفاعي | ayat=85
  ✅ read=92 | ياسر الدوسري | ayat=85
  ✅ read=106 | محمد الطبلاوي | ayat=86
  ✅ read=109 | محمد أيوب | ayat=85
  ✅ read=110 | محمد صالح عالم شاه | ayat=85
  ✅ read=112 | محمد صديق المنشاوي | ayat=86
  ✅ read=115 | محمد عبدالكريم | ayat=85
  ✅ read=118 | محمود خليل الحصري | ayat=86
  ✅ read=123 | مشاري العفاسي | ayat=85
  ✅ read=139 | ماجد الزامل | ayat=85
  ✅ read=159 | خالد المهنا | ayat=86
  ✅ read=181 | جمعان العصيمي | ayat=85
  ✅ read=193 | يوسف بن نوح أحمد | ayat=85
  ✅ read=198 | محمد رشاد الشريف | ayat=85
  ✅ read=201 | أحمد الطرابلسي | ayat=85
  ✅ read=203 | أحمد عامر | ayat=85
  ✅ read=217 | بندر بليله | ayat=85
  ✅ read=219 | وديع اليمني | ayat=85
  ✅ read=221 | رعد محمد الكردي | ayat=85
  ✅ read=225 | عبدالرحمن العوسي | ayat=85
  ✅ read=229 | محمد خليل القارئ | ayat=85
  ✅ read=232 | إبراهيم الدوسري | ayat=85
  ✅ read=236 | عبدالرحمن الماجد | ayat=85
  ✅ read=243 | عبدالله الموسى | ayat=85
  ✅ read=244 | عبدالله الخلف | ayat=85
  ✅ read=245 | منصور السالمي | ayat=85
  ✅ read=250 | محمد البخيت | ayat=85
  ✅ read=256 | أحمد خليل شاهين | ayat=85
  ✅ read=258 | عبدالرشيد صوفي | ayat=85
  ✅ read=259 | أحمد النفيس | ayat=85
  ✅ read=265 | أحمد ديبان | ayat=85
  ✅ read=268 | بيشه وا قادر الكردي | ayat=85
  ✅ read=273 | هيثم الدخين | ayat=85
  ✅ read=282 | عبدالعزيز التركي | ayat=85
  ✅ read=289 | أحمد عيسى المعصراوي | ayat=85
  ✅ read=294 | سيد أحمد هاشمي | ayat=85
  ✅ read=295 | خالد كريم محمدي | ayat=85
  ✅ read=299 | حسن صالح | ayat=85
  ✅ read=300 | صالح الشمراني | ayat=85
  ✅ read=303 | عيسى عمر سناكو | ayat=85
  ✅ read=314 | أنس العمادي | ayat=85
  ✅ read=340 | محمد برهجي | ayat=85
  ✅ read=10905 | حسن الدغريري | ayat=85
✅ تم إنشاء: timings_hafs_114/timing_040.json

📖 تحميل توقيتات السورة 041 ...
  ✅ read=1 | إبراهيم الأخضر | ayat=55
  ✅ read=3 | إبراهيم العسيري | ayat=54
  ✅ read=4 | شيخ أبو بكر الشاطري | ayat=54
  ✅ read=5 | أحمد بن علي العجمي | ayat=55
  ✅ read=6 | أحمد الحواشي | ayat=54
  ✅ read=8 | أحمد صابر | ayat=54
  ✅ read=9 | أحمد نعينع | ayat=55
  ✅ read=10 | أكرم العلاقمي | ayat=55
  ✅ read=12 | إدريس أبكر | ayat=54
  ✅ read=13 | الزين محمد أحمد | ayat=54
  ✅ read=17 | توفيق الصايغ | ayat=54
  ✅ read=20 | خالد الجليل | ayat=54
  ✅ read=21 | خالد القحطاني | ayat=54
  ✅ read=22 | خالد عبدالكافي | ayat=54
  ✅ read=24 | خليفة الطنيجي | ayat=54
  ✅ read=25 | داود حمزة | ayat=54
  ✅ read=30 | سعد الغامدي | ayat=54
  ✅ read=31 | سعود الشريم | ayat=55
  ✅ read=32 | سهل ياسين | ayat=55
  ✅ read=33 | زكي داغستاني | ayat=54
  ✅ read=38 | شيرزاد عبدالرحمن طاهر | ayat=54
  ✅ read=39 | صابر عبدالحكم | ayat=54
  ✅ read=40 | صالح الصاهود | ayat=54
  ✅ read=42 | صالح الهبدان | ayat=54
  ✅ read=43 | صلاح البدير | ayat=54
  ✅ read=44 | صلاح الهاشم | ayat=54
  ✅ read=46 | صلاح بو خاطر | ayat=54
  ✅ read=48 | عادل ريان | ayat=54
  ✅ read=49 | عبدالبارئ الثبيتي | ayat=54
  ✅ read=50 | عبدالبارئ محمد | ayat=54
  ✅ read=53 | عبدالباسط عبدالصمد | ayat=55
  ✅ read=54 | عبدالرحمن السديس | ayat=54
  ✅ read=55 | عبدالعزيز الأحمد | ayat=54
  ✅ read=56 | عبدالعزيز الزهراني | ayat=54
  ✅ read=58 | عبدالله البعيجان | ayat=54
  ✅ read=59 | عبدالله المطرود | ayat=54
  ✅ read=60 | عبدالله بصفر | ayat=55
  ✅ read=61 | عبدالله خياط | ayat=54
  ✅ read=62 | عبدالله عواد الجهني | ayat=55
  ✅ read=66 | عبدالمحسن الحارثي | ayat=54
  ✅ read=67 | عبدالمحسن القاسم | ayat=55
  ✅ read=69 | عبدالمحسن العبيكان | ayat=54
  ✅ read=70 | عبدالهادي أحمد كناكري | ayat=54
  ✅ read=71 | عبدالودود حنيف | ayat=54
  ✅ read=72 | عبدالولي الأركاني | ayat=54
  ✅ read=74 | علي بن عبدالرحمن الحذيفي | ayat=54
  ✅ read=76 | علي جابر | ayat=54
  ✅ read=77 | علي حجاج السويسي | ayat=55
  ✅ read=78 | عماد زهير حافظ | ayat=55
  ✅ read=81 | فارس عباد | ayat=54
  ✅ read=86 | ناصر القطامي | ayat=54
  ✅ read=87 | نبيل الرفاعي | ayat=54
  ✅ read=88 | نعمة الحسان | ayat=54
  ✅ read=89 | هاني الرفاعي | ayat=54
  ✅ read=92 | ياسر الدوسري | ayat=54
  ✅ read=106 | محمد الطبلاوي | ayat=55
  ✅ read=109 | محمد أيوب | ayat=54
  ✅ read=110 | محمد صالح عالم شاه | ayat=54
  ✅ read=112 | محمد صديق المنشاوي | ayat=55
  ✅ read=115 | محمد عبدالكريم | ayat=54
  ✅ read=118 | محمود خليل الحصري | ayat=55
  ✅ read=123 | مشاري العفاسي | ayat=54
  ✅ read=139 | ماجد الزامل | ayat=54
  ✅ read=159 | خالد المهنا | ayat=55
  ✅ read=181 | جمعان العصيمي | ayat=54
  ✅ read=193 | يوسف بن نوح أحمد | ayat=54
  ✅ read=198 | محمد رشاد الشريف | ayat=54
  ✅ read=201 | أحمد الطرابلسي | ayat=54
  ✅ read=203 | أحمد عامر | ayat=54
  ✅ read=217 | بندر بليله | ayat=54
  ✅ read=219 | وديع اليمني | ayat=54
  ✅ read=221 | رعد محمد الكردي | ayat=54
  ✅ read=225 | عبدالرحمن العوسي | ayat=54
  ✅ read=229 | محمد خليل القارئ | ayat=54
  ✅ read=232 | إبراهيم الدوسري | ayat=54
  ✅ read=236 | عبدالرحمن الماجد | ayat=54
  ✅ read=243 | عبدالله الموسى | ayat=54
  ✅ read=244 | عبدالله الخلف | ayat=54
  ✅ read=245 | منصور السالمي | ayat=54
  ✅ read=250 | محمد البخيت | ayat=54
  ✅ read=256 | أحمد خليل شاهين | ayat=54
  ✅ read=258 | عبدالرشيد صوفي | ayat=54
  ✅ read=259 | أحمد النفيس | ayat=54
  ✅ read=265 | أحمد ديبان | ayat=54
  ✅ read=268 | بيشه وا قادر الكردي | ayat=54
  ✅ read=273 | هيثم الدخين | ayat=54
  ✅ read=282 | عبدالعزيز التركي | ayat=54
  ✅ read=289 | أحمد عيسى المعصراوي | ayat=54
  ✅ read=294 | سيد أحمد هاشمي | ayat=54
  ✅ read=295 | خالد كريم محمدي | ayat=54
  ✅ read=299 | حسن صالح | ayat=54
  ✅ read=300 | صالح الشمراني | ayat=54
  ✅ read=303 | عيسى عمر سناكو | ayat=54
  ✅ read=314 | أنس العمادي | ayat=54
  ✅ read=340 | محمد برهجي | ayat=54
  ✅ read=10905 | حسن الدغريري | ayat=54
✅ تم إنشاء: timings_hafs_114/timing_041.json

📖 تحميل توقيتات السورة 042 ...
  ✅ read=1 | إبراهيم الأخضر | ayat=54
  ✅ read=3 | إبراهيم العسيري | ayat=53
  ✅ read=4 | شيخ أبو بكر الشاطري | ayat=53
  ✅ read=5 | أحمد بن علي العجمي | ayat=54
  ✅ read=6 | أحمد الحواشي | ayat=53
  ✅ read=8 | أحمد صابر | ayat=53
  ✅ read=9 | أحمد نعينع | ayat=54
  ✅ read=10 | أكرم العلاقمي | ayat=54
  ✅ read=12 | إدريس أبكر | ayat=53
  ✅ read=13 | الزين محمد أحمد | ayat=53
  ✅ read=17 | توفيق الصايغ | ayat=53
  ✅ read=20 | خالد الجليل | ayat=53
  ✅ read=21 | خالد القحطاني | ayat=53
  ✅ read=22 | خالد عبدالكافي | ayat=53
  ✅ read=24 | خليفة الطنيجي | ayat=53
  ✅ read=25 | داود حمزة | ayat=53
  ✅ read=30 | سعد الغامدي | ayat=53
  ✅ read=31 | سعود الشريم | ayat=54
  ✅ read=32 | سهل ياسين | ayat=54
  ✅ read=33 | زكي داغستاني | ayat=53
  ✅ read=38 | شيرزاد عبدالرحمن طاهر | ayat=53
  ✅ read=39 | صابر عبدالحكم | ayat=53
  ✅ read=40 | صالح الصاهود | ayat=53
  ✅ read=42 | صالح الهبدان | ayat=53
  ✅ read=43 | صلاح البدير | ayat=53
  ✅ read=44 | صلاح الهاشم | ayat=53
  ✅ read=46 | صلاح بو خاطر | ayat=53
  ✅ read=48 | عادل ريان | ayat=53
  ✅ read=49 | عبدالبارئ الثبيتي | ayat=53
  ✅ read=50 | عبدالبارئ محمد | ayat=53
  ✅ read=53 | عبدالباسط عبدالصمد | ayat=54
  ✅ read=54 | عبدالرحمن السديس | ayat=53
  ✅ read=55 | عبدالعزيز الأحمد | ayat=53
  ✅ read=56 | عبدالعزيز الزهراني | ayat=53
  ✅ read=58 | عبدالله البعيجان | ayat=53
  ✅ read=59 | عبدالله المطرود | ayat=53
  ✅ read=60 | عبدالله بصفر | ayat=54
  ✅ read=61 | عبدالله خياط | ayat=53
  ✅ read=62 | عبدالله عواد الجهني | ayat=54
  ✅ read=66 | عبدالمحسن الحارثي | ayat=53
  ✅ read=67 | عبدالمحسن القاسم | ayat=54
  ✅ read=69 | عبدالمحسن العبيكان | ayat=53
  ✅ read=70 | عبدالهادي أحمد كناكري | ayat=53
  ✅ read=71 | عبدالودود حنيف | ayat=53
  ✅ read=72 | عبدالولي الأركاني | ayat=53
  ✅ read=74 | علي بن عبدالرحمن الحذيفي | ayat=53
  ✅ read=76 | علي جابر | ayat=53
  ✅ read=77 | علي حجاج السويسي | ayat=54
  ✅ read=78 | عماد زهير حافظ | ayat=54
  ✅ read=81 | فارس عباد | ayat=53
  ✅ read=86 | ناصر القطامي | ayat=53
  ✅ read=87 | نبيل الرفاعي | ayat=53
  ✅ read=88 | نعمة الحسان | ayat=53
  ✅ read=89 | هاني الرفاعي | ayat=53
  ✅ read=92 | ياسر الدوسري | ayat=53
  ✅ read=106 | محمد الطبلاوي | ayat=54
  ✅ read=109 | محمد أيوب | ayat=53
  ✅ read=110 | محمد صالح عالم شاه | ayat=53
